article-id,title,news_url,source_domain,real
107,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.theguardian.com/world/climate-solutions,bloomberg.com,1

76,New Policy Proposals Addressing Global Poverty Issues,https://www.aljazeera.com/global-security,wired.com,0

56,NASA Launches New Satellite to Monitor Climate Change,https://www.bbc.com/news/world-technology,theguardian.com,1

108,Breakthrough in Quantum Computing Announced at International Conference,https://www.cnn.com/science/climate-change,aljazeera.com,1

146,Top Tech Companies Collaborate on Renewable Energy,https://www.nationalgeographic.com/ocean-conservation,space.com,0

131,Top Tech Companies Collaborate on Renewable Energy,https://www.bbc.com/news/world-technology,bloomberg.com,0

53,Scientists Discover New Exoplanet in Distant Galaxy,https://www.wired.com/quantum-computing-conference,wired.com,0

33,Global Tech Summit Discusses AI Advances,https://www.nytimes.com/health/cancer-research,espn.com,0

96,Breakthrough in Quantum Computing Announced at International Conference,https://www.bloomberg.com/renewable-energy,bloomberg.com,0

100,EU Leaders Debate New Trade Agreements,https://www.bbc.com/news/world-technology,scientificamerican.com,1

67,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.space.com/scientists-exoplanet-discovery,bloomberg.com,0

75,Top Tech Companies Collaborate on Renewable Energy,https://www.reuters.com/world/europe,spacex.com,1

6,Global Tech Summit Discusses AI Advances,https://www.who.int/global-health-initiative,forbes.com,0

143,Top Tech Companies Collaborate on Renewable Energy,https://www.espn.com/olympic-sports,aljazeera.com,0

53,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.aljazeera.com/global-security,forbes.com,1

103,FIFA Introduces New Rules for World Cup Tournament,https://www.cnbc.com/global-markets,cnbc.com,1

59,Global Leaders Discuss Solutions to Climate Crisis,https://www.fifa.com/worldcup,theguardian.com,1

86,UN Holds Emergency Meeting on Global Security,https://www.ft.com/global-stock-markets,nationalgeographic.com,1

130,New Space Mission Aims to Study the Atmosphere of Mars,https://www.nationalgeographic.com/ocean-conservation,businessinsider.com,0

78,Scientists Discover New Exoplanet in Distant Galaxy,https://www.cnn.com/science/climate-change,space.com,0

108,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.bloomberg.com/renewable-energy,who.int,0

95,FIFA Introduces New Rules for World Cup Tournament,https://www.cnn.com/science/climate-change,aljazeera.com,1

116,Global Tech Summit Discusses AI Advances,https://www.fifa.com/worldcup,reuters.com,1

72,Olympic Committee Prepares for 2024 Games,https://www.ft.com/global-stock-markets,bbc.com,0

134,Scientists Discover New Exoplanet in Distant Galaxy,https://www.spacex.com/mars-mission,scientificamerican.com,1

42,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.theguardian.com/world/climate-solutions,ft.com,1

11,International Space Station Completes 20 Years in Orbit,https://www.nationalgeographic.com/ocean-conservation,nasa.gov,0

143,Global Markets React to Economic Shifts in Europe,https://www.fifa.com/worldcup,scientificamerican.com,1

79,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.businessinsider.com/global-renewable-energy-summit,nasa.gov,1

96,Top Tech Companies Collaborate on Renewable Energy,https://www.bbc.com/news/world-technology,nasa.gov,0

3,Global Tech Summit Discusses AI Advances,https://www.cnbc.com/global-markets,nationalgeographic.com,0

89,Breakthrough in Cancer Research at Global Conference,https://www.nationalgeographic.com/ocean-conservation,forbes.com,1

132,Scientists Discover New Exoplanet in Distant Galaxy,https://www.bbc.com/news/world-technology,cnbc.com,0

59,Top Tech Companies Collaborate on Renewable Energy,https://www.wired.com/quantum-computing-conference,nasa.gov,1

69,Breakthrough in Quantum Computing Announced at International Conference,https://www.scientificamerican.com/space-technology-symposium,businessinsider.com,1

80,Breakthrough in Cancer Research at Global Conference,https://www.space.com/scientists-exoplanet-discovery,cnbc.com,0

66,Breakthrough in Cancer Research at Global Conference,https://www.spacex.com/mars-mission,ft.com,1

58,NASA Launches New Satellite to Monitor Climate Change,https://www.businessinsider.com/global-renewable-energy-summit,space.com,0

120,Breakthrough in Quantum Computing Announced at International Conference,https://www.cnn.com/science/climate-change,nationalgeographic.com,1

87,Global Markets React to Economic Shifts in Europe,https://www.nytimes.com/health/cancer-research,spacex.com,1

90,Global Stock Markets Show Growth Amid Trade Deals,https://www.aljazeera.com/global-security,scientificamerican.com,1

128,Olympic Committee Prepares for 2024 Games,https://www.bbc.com/news/world-technology,nytimes.com,0

125,Breakthrough in Cancer Research at Global Conference,https://www.nationalgeographic.com/ocean-conservation,nasa.gov,0

107,Global Markets React to Economic Shifts in Europe,https://www.who.int/global-health-initiative,wired.com,1

136,Olympic Committee Prepares for 2024 Games,https://www.nasa.gov/space-station,wired.com,0

134,EU Leaders Debate New Trade Agreements,https://www.nasa.gov/space-station,who.int,0

130,NASA Launches New Satellite to Monitor Climate Change,https://www.space.com/scientists-exoplanet-discovery,espn.com,1

1,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.espn.com/olympic-sports,businessinsider.com,1

72,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.forbes.com/global-poverty,fifa.com,1

64,EU Leaders Debate New Trade Agreements,https://www.bloomberg.com/renewable-energy,cnbc.com,1

21,Top Tech Companies Collaborate on Renewable Energy,https://www.nasa.gov/space-station,fifa.com,0

31,New Space Mission Aims to Study the Atmosphere of Mars,https://www.who.int/global-health-initiative,nationalgeographic.com,0

131,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.fifa.com/worldcup,wired.com,0

68,Olympic Committee Prepares for 2024 Games,https://www.who.int/global-health-initiative,space.com,1

29,Olympic Committee Prepares for 2024 Games,https://www.spacex.com/mars-mission,wired.com,0

56,NASA Launches New Satellite to Monitor Climate Change,https://www.wired.com/quantum-computing-conference,who.int,1

89,Global Leaders Discuss Solutions to Climate Crisis,https://www.bloomberg.com/renewable-energy,space.com,1

61,Breakthrough in Cancer Research at Global Conference,https://www.bbc.com/news/world-technology,espn.com,1

94,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.espn.com/olympic-sports,cnbc.com,1

34,Global Stock Markets Show Growth Amid Trade Deals,https://www.espn.com/olympic-sports,space.com,1

127,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.nationalgeographic.com/ocean-conservation,aljazeera.com,1

61,Global Stock Markets Show Growth Amid Trade Deals,https://www.spacex.com/mars-mission,spacex.com,0

139,Global Stock Markets Show Growth Amid Trade Deals,https://www.spacex.com/mars-mission,nytimes.com,0

63,Breakthrough in Quantum Computing Announced at International Conference,https://www.forbes.com/global-poverty,nasa.gov,0

4,World Health Organization Launches Global Health Initiative,https://www.space.com/scientists-exoplanet-discovery,theguardian.com,0

17,Breakthrough in Quantum Computing Announced at International Conference,https://www.fifa.com/worldcup,wired.com,0

150,Innovations in Space Technology Discussed at Global Symposium,https://www.espn.com/olympic-sports,bloomberg.com,1

15,Global Tech Summit Discusses AI Advances,https://www.espn.com/olympic-sports,bloomberg.com,1

120,UN Holds Emergency Meeting on Global Security,https://www.cnbc.com/global-markets,wired.com,0

35,International Space Station Completes 20 Years in Orbit,https://www.businessinsider.com/global-renewable-energy-summit,forbes.com,0

49,Innovations in Space Technology Discussed at Global Symposium,https://www.nationalgeographic.com/ocean-conservation,reuters.com,0

132,Global Markets React to Economic Shifts in Europe,https://www.theguardian.com/world/climate-solutions,forbes.com,0

100,Top Tech Companies Collaborate on Renewable Energy,https://www.fifa.com/worldcup,theguardian.com,0

138,NASA Launches New Satellite to Monitor Climate Change,https://www.reuters.com/world/europe,reuters.com,0

88,Global Markets React to Economic Shifts in Europe,https://www.wired.com/quantum-computing-conference,fifa.com,1

129,EU Leaders Debate New Trade Agreements,https://www.nytimes.com/health/cancer-research,scientificamerican.com,0

41,Breakthrough in Quantum Computing Announced at International Conference,https://www.forbes.com/global-poverty,bloomberg.com,0

72,International Space Station Completes 20 Years in Orbit,https://www.space.com/scientists-exoplanet-discovery,reuters.com,1

49,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.ft.com/global-stock-markets,businessinsider.com,1

53,Innovations in Space Technology Discussed at Global Symposium,https://www.cnn.com/science/climate-change,forbes.com,0

37,New Space Mission Aims to Study the Atmosphere of Mars,https://www.wired.com/quantum-computing-conference,spacex.com,0

59,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.aljazeera.com/global-security,nytimes.com,1

36,EU Leaders Debate New Trade Agreements,https://www.cnn.com/science/climate-change,espn.com,1

48,Breakthrough in Cancer Research at Global Conference,https://www.nasa.gov/space-station,reuters.com,1

111,NASA Launches New Satellite to Monitor Climate Change,https://www.space.com/scientists-exoplanet-discovery,theguardian.com,1

30,EU Leaders Debate New Trade Agreements,https://www.bloomberg.com/renewable-energy,businessinsider.com,0

29,Breakthrough in Cancer Research at Global Conference,https://www.space.com/scientists-exoplanet-discovery,espn.com,1

79,International Space Station Completes 20 Years in Orbit,https://www.fifa.com/worldcup,bloomberg.com,0

139,International Space Station Completes 20 Years in Orbit,https://www.spacex.com/mars-mission,nationalgeographic.com,1

52,Olympic Committee Prepares for 2024 Games,https://www.theguardian.com/world/climate-solutions,nationalgeographic.com,0

44,NASA Launches New Satellite to Monitor Climate Change,https://www.spacex.com/mars-mission,bbc.com,1

99,Global Renewable Energy Summit Focuses on Sustainable Solutions,https://www.space.com/scientists-exoplanet-discovery,nytimes.com,1

59,International Space Station Completes 20 Years in Orbit,https://www.businessinsider.com/global-renewable-energy-summit,aljazeera.com,1

109,Breakthrough in Quantum Computing Announced at International Conference,https://www.businessinsider.com/global-renewable-energy-summit,space.com,0

34,Breakthrough in Quantum Computing Announced at International Conference,https://www.cnbc.com/global-markets,businessinsider.com,1

37,Scientists Discover New Exoplanet in Distant Galaxy,https://www.aljazeera.com/global-security,ft.com,1

80,Innovations in Space Technology Discussed at Global Symposium,https://www.nationalgeographic.com/ocean-conservation,spacex.com,1

7,International Space Station Completes 20 Years in Orbit,https://www.businessinsider.com/global-renewable-energy-summit,wired.com,0

93,FIFA Introduces New Rules for World Cup Tournament,https://www.nationalgeographic.com/ocean-conservation,nasa.gov,0

34,New Policy Proposals Addressing Global Poverty Issues,https://www.wired.com/quantum-computing-conference,who.int,1

129,World Health Organization Launches Global Health Initiative,https://www.spacex.com/mars-mission,wired.com,0

59,Global Markets React to Economic Shifts in Europe,https://www.fifa.com/worldcup,nasa.gov,1

142,Global Leaders Discuss Solutions to Climate Crisis,https://www.nytimes.com/health/cancer-research,spacex.com,1

80,Global Stock Markets Show Growth Amid Trade Deals,https://www.cnn.com/science/climate-change,cnn.com,1

148,Olympic Committee Prepares for 2024 Games,https://www.ft.com/global-stock-markets,espn.com,0

63,Scientists Discover New Exoplanet in Distant Galaxy,https://www.espn.com/olympic-sports,bbc.com,0

49,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.wired.com/quantum-computing-conference,ft.com,0

114,Innovations in Space Technology Discussed at Global Symposium,https://www.cnn.com/science/climate-change,nytimes.com,0

142,UN Holds Emergency Meeting on Global Security,https://www.bloomberg.com/renewable-energy,theguardian.com,0

75,Global Leaders Discuss Solutions to Climate Crisis,https://www.scientificamerican.com/space-technology-symposium,businessinsider.com,1

83,World Health Organization Launches Global Health Initiative,https://www.nytimes.com/health/cancer-research,scientificamerican.com,1

46,Global Tech Summit Discusses AI Advances,https://www.espn.com/olympic-sports,espn.com,0

42,NASA Launches New Satellite to Monitor Climate Change,https://www.cnbc.com/global-markets,ft.com,1

24,New Space Mission Aims to Study the Atmosphere of Mars,https://www.businessinsider.com/global-renewable-energy-summit,bbc.com,0

59,NASA Launches New Satellite to Monitor Climate Change,https://www.espn.com/olympic-sports,who.int,0

12,New Space Mission Aims to Study the Atmosphere of Mars,https://www.bloomberg.com/renewable-energy,aljazeera.com,0

105,Global Stock Markets Show Growth Amid Trade Deals,https://www.businessinsider.com/global-renewable-energy-summit,espn.com,1

122,Global Markets React to Economic Shifts in Europe,https://www.bloomberg.com/renewable-energy,wired.com,1

71,Innovations in Space Technology Discussed at Global Symposium,https://www.nytimes.com/health/cancer-research,nasa.gov,0

127,Global Markets React to Economic Shifts in Europe,https://www.reuters.com/world/europe,fifa.com,1

8,Global Tech Summit Discusses AI Advances,https://www.reuters.com/world/europe,nasa.gov,0

51,Scientists Discover New Exoplanet in Distant Galaxy,https://www.bbc.com/news/world-technology,cnbc.com,0

50,New Space Mission Aims to Study the Atmosphere of Mars,https://www.aljazeera.com/global-security,who.int,0

46,Scientists Discover New Exoplanet in Distant Galaxy,https://www.bloomberg.com/renewable-energy,nytimes.com,0

5,New Space Mission Aims to Study the Atmosphere of Mars,https://www.bloomberg.com/renewable-energy,forbes.com,1

134,Innovations in Space Technology Discussed at Global Symposium,https://www.spacex.com/mars-mission,espn.com,0

109,World Health Organization Launches Global Health Initiative,https://www.nytimes.com/health/cancer-research,businessinsider.com,0

133,New Space Mission Aims to Study the Atmosphere of Mars,https://www.cnn.com/science/climate-change,cnn.com,0

131,New Policy Proposals Addressing Global Poverty Issues,https://www.aljazeera.com/global-security,wired.com,0

141,World Health Organization Launches Global Health Initiative,https://www.who.int/global-health-initiative,space.com,1

3,Global Tech Summit Discusses AI Advances,https://www.scientificamerican.com/space-technology-symposium,theguardian.com,1

145,EU Leaders Debate New Trade Agreements,https://www.space.com/scientists-exoplanet-discovery,forbes.com,1

67,Global Tech Summit Discusses AI Advances,https://www.espn.com/olympic-sports,nasa.gov,0

86,Global Leaders Discuss Solutions to Climate Crisis,https://www.ft.com/global-stock-markets,space.com,1

145,NASA Launches New Satellite to Monitor Climate Change,https://www.who.int/global-health-initiative,aljazeera.com,0

1,Olympic Committee Prepares for 2024 Games,https://www.wired.com/quantum-computing-conference,nasa.gov,0

45,Innovations in Space Technology Discussed at Global Symposium,https://www.espn.com/olympic-sports,who.int,1

32,Global Leaders Discuss Solutions to Climate Crisis,https://www.theguardian.com/world/climate-solutions,bbc.com,1

14,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.cnn.com/science/climate-change,theguardian.com,1

133,Global Tech Summit Discusses AI Advances,https://www.forbes.com/global-poverty,nationalgeographic.com,1

115,Olympic Committee Prepares for 2024 Games,https://www.fifa.com/worldcup,businessinsider.com,1

82,Olympic Committee Prepares for 2024 Games,https://www.bbc.com/news/world-technology,ft.com,1

128,FIFA Introduces New Rules for World Cup Tournament,https://www.ft.com/global-stock-markets,aljazeera.com,1

76,UN Holds Emergency Meeting on Global Security,https://www.wired.com/quantum-computing-conference,spacex.com,1

106,Global Markets React to Economic Shifts in Europe,https://www.space.com/scientists-exoplanet-discovery,reuters.com,0

92,International Space Station Completes 20 Years in Orbit,https://www.scientificamerican.com/space-technology-symposium,wired.com,1

6,New Policy Proposals Addressing Global Poverty Issues,https://www.spacex.com/mars-mission,cnbc.com,0

78,Global Stock Markets Show Growth Amid Trade Deals,https://www.nationalgeographic.com/ocean-conservation,aljazeera.com,1

40,UN Holds Emergency Meeting on Global Security,https://www.space.com/scientists-exoplanet-discovery,espn.com,0

36,Top Tech Companies Collaborate on Renewable Energy,https://www.wired.com/quantum-computing-conference,theguardian.com,0

50,Global Tech Summit Discusses AI Advances,https://www.nytimes.com/health/cancer-research,nasa.gov,0

88,EU Leaders Debate New Trade Agreements,https://www.businessinsider.com/global-renewable-energy-summit,aljazeera.com,1

31,Breakthrough in Quantum Computing Announced at International Conference,https://www.scientificamerican.com/space-technology-symposium,cnbc.com,1

66,New Space Mission Aims to Study the Atmosphere of Mars,https://www.who.int/global-health-initiative,bbc.com,0

130,International Space Station Completes 20 Years in Orbit,https://www.wired.com/quantum-computing-conference,espn.com,0

70,Global Tech Summit Discusses AI Advances,https://www.ft.com/global-stock-markets,ft.com,0

24,Top Tech Companies Collaborate on Renewable Energy,https://www.aljazeera.com/global-security,reuters.com,0

57,Global Leaders Discuss Solutions to Climate Crisis,https://www.theguardian.com/world/climate-solutions,businessinsider.com,0

39,EU Leaders Debate New Trade Agreements,https://www.reuters.com/world/europe,who.int,0

56,Olympic Committee Prepares for 2024 Games,https://www.fifa.com/worldcup,espn.com,1

104,World Health Organization Launches Global Health Initiative,https://www.nytimes.com/health/cancer-research,who.int,1

24,Innovations in Space Technology Discussed at Global Symposium,https://www.nasa.gov/space-station,nytimes.com,0

93,UN Holds Emergency Meeting on Global Security,https://www.espn.com/olympic-sports,forbes.com,1

112,Scientists Discover New Exoplanet in Distant Galaxy,https://www.fifa.com/worldcup,cnbc.com,1

64,Top Tech Companies Collaborate on Renewable Energy,https://www.cnn.com/science/climate-change,businessinsider.com,0

57,Top Tech Companies Collaborate on Renewable Energy,https://www.space.com/scientists-exoplanet-discovery,forbes.com,0

0,Breakthrough in Quantum Computing Announced at International Conference,https://www.forbes.com/global-poverty,wired.com,1

107,Global Scientists Collaborate on Ocean Conservation Efforts,https://www.aljazeera.com/global-security,spacex.com,0

0,UN Holds Emergency Meeting on Global Security,https://www.spacex.com/mars-mission,theguardian.com,1

125,UN Holds Emergency Meeting on Global Security,https://www.bloomberg.com/renewable-energy,bloomberg.com,0

114,Breakthrough in Cancer Research at Global Conference,https://www.ft.com/global-stock-markets,nationalgeographic.com,1

83,Global Stock Markets Show Growth Amid Trade Deals,https://www.nationalgeographic.com/ocean-conservation,businessinsider.com,0

7,Scientists Discover New Exoplanet in Distant Galaxy,https://www.aljazeera.com/global-security,espn.com,0

106,Global Tech Summit Discusses AI Advances,https://www.cnn.com/science/climate-change,reuters.com,0

129,NASA Launches New Satellite to Monitor Climate Change,https://www.who.int/global-health-initiative,nasa.gov,0

135,UN Holds Emergency Meeting on Global Security,https://www.fifa.com/worldcup,cnbc.com,1

36,Scientists Discover New Exoplanet in Distant Galaxy,https://www.nasa.gov/space-station,theguardian.com,1

32,NASA Launches New Satellite to Monitor Climate Change,https://www.scientificamerican.com/space-technology-symposium,nytimes.com,0

38,Global Tech Summit Discusses AI Advances,https://www.fifa.com/worldcup,who.int,0

110,NASA Launches New Satellite to Monitor Climate Change,https://www.reuters.com/world/europe,ft.com,1

26,New Space Mission Aims to Study the Atmosphere of Mars,https://www.nytimes.com/health/cancer-research,bbc.com,1

18,World Health Organization Launches Global Health Initiative,https://www.theguardian.com/world/climate-solutions,nasa.gov,1

108,World Health Organization Launches Global Health Initiative,https://www.fifa.com/worldcup,who.int,0

33,Breakthrough in Quantum Computing Announced at International Conference,https://www.cnn.com/science/climate-change,nationalgeographic.com,1

103,Innovations in Space Technology Discussed at Global Symposium,https://www.bbc.com/news/world-technology,cnn.com,1

58,New Space Mission Aims to Study the Atmosphere of Mars,https://www.bloomberg.com/renewable-energy,businessinsider.com,0

31,International Space Station Completes 20 Years in Orbit,https://www.who.int/global-health-initiative,nytimes.com,1

65,Breakthrough in Cancer Research at Global Conference,https://www.nationalgeographic.com/ocean-conservation,forbes.com,0

143,Global Tech Summit Discusses AI Advances,https://www.spacex.com/mars-mission,bloomberg.com,1

58,New Space Mission Aims to Study the Atmosphere of Mars,https://www.scientificamerican.com/space-technology-symposium,nytimes.com,1

132,Olympic Committee Prepares for 2024 Games,https://www.bloomberg.com/renewable-energy,espn.com,0

39,Breakthrough in Cancer Research at Global Conference,https://www.scientificamerican.com/space-technology-symposium,nationalgeographic.com,1

68,World Health Organization Launches Global Health Initiative,https://www.cnn.com/science/climate-change,bbc.com,1

93,EU Leaders Debate New Trade Agreements,https://www.wired.com/quantum-computing-conference,wired.com,0

46,Global Leaders Discuss Solutions to Climate Crisis,https://www.espn.com/olympic-sports,cnn.com,0

5,Global Stock Markets Show Growth Amid Trade Deals,https://www.nasa.gov/space-station,aljazeera.com,0

133,Breakthrough in Cancer Research at Global Conference,https://www.ft.com/global-stock-markets,theguardian.com,1

2,Scientists Discover New Exoplanet in Distant Galaxy,https://www.wired.com/quantum-computing-conference,scientificamerican.com,0

128,International Space Station Completes 20 Years in Orbit,https://www.theguardian.com/world/climate-solutions,ft.com,0

108,Scientists Discover New Exoplanet in Distant Galaxy,https://www.bloomberg.com/renewable-energy,theguardian.com,1

146,Global Tech Summit Discusses AI Advances,https://www.forbes.com/global-poverty,aljazeera.com,1

121,Breakthrough in Quantum Computing Announced at International Conference,https://www.nationalgeographic.com/ocean-conservation,espn.com,1

65,New Space Mission Aims to Study the Atmosphere of Mars,https://www.nationalgeographic.com/ocean-conservation,bloomberg.com,1

74,World Health Organization Launches Global Health Initiative,https://www.bbc.com/news/world-technology,spacex.com,1

